date,asset,ret_1_0,ret_3_1,ret_6_1,ret_12_1,be_me,at_me,sale_me,ni_me,ocf_me,ebitda_mev
2010-01-04,249519,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,249918,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,249948,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,250027,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,250901,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,251194,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,251259,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,251579,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,252401,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,252577,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,252662,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,252663,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253050,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253319,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253417,0.022269515,1.0549198,2.967115,1.6042011,0.5235333,0.5280699,0.14245693,0.05147489,-0.15563971,0.0494689
2010-01-04,253451,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253460,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253481,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253510,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253521,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253539,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253544,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,253550,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,254038,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
