variable,mean,std,min,max,median
factor_ppeg_gr3a,0.04230433702468872,0.07827136665582657,-1.63496994972229,1.733872652053833,0.02243618480861187
factor_lti_gr3a,-9.335708455182612e-05,0.0333646759390831,-1.350825309753418,0.8223431706428528,0.0
factor_intan_gr3a,-0.0006727956351824105,0.08491968363523483,-5.175881862640381,0.5567077398300171,0.0
factor_debtst_gr3a,0.010639074258506298,0.061862993985414505,-2.6704423427581787,0.5069060325622559,0.0018492544768378139
factor_ap_gr3a,0.006171295884996653,0.029533319175243378,-1.4241316318511963,0.6763992309570312,0.00464889919385314
factor_txp_gr3a,0.00031933243735693395,0.025598591193556786,-0.5011529922485352,1.7941176891326904,0.0
factor_debtlt_gr3a,0.0038532079197466373,0.05420827865600586,-2.1905863285064697,0.8953914046287537,0.0
factor_txditc_gr3a,-2.7619431421044283e-05,0.007588693872094154,-0.46831440925598145,0.11249125003814697,0.0
factor_coa_gr3a,0.02008681930601597,0.06900777667760849,-2.7104132175445557,0.9158275723457336,0.02963789366185665
factor_col_gr3a,0.026206539943814278,0.17595259845256805,-1.3367640972137451,12.326888084411621,0.016726292669773102
factor_cowc_gr3a,-0.011383364908397198,0.1870969533920288,-13.109593391418457,0.9181736707687378,-0.005796106532216072
factor_ncoa_gr3a,0.047753967344760895,0.13756659626960754,-6.192781925201416,0.7978540658950806,0.04908354952931404
factor_ncol_gr3a,0.0017638361314311624,0.07406894117593765,-4.154371738433838,3.390907049179077,8.650668860354926e-06
factor_nncoa_gr3a,0.06939911842346191,0.16230937838554382,-6.192781925201416,4.079732418060303,0.04026458039879799
factor_oa_gr3a,0.10319722443819046,0.1666923463344574,-6.100971221923828,1.0,0.09442345798015594
factor_ol_gr3a,0.03810257092118263,0.2316041737794876,-5.491136074066162,15.717794418334961,0.027130577713251114
factor_fna_gr3a,0.001837301766499877,0.03704020008444786,-1.350825309753418,0.8634760975837708,0.0
factor_fnl_gr3a,0.01738610863685608,0.0837429091334343,-2.4947972297668457,0.8948121070861816,0.011728218756616116
factor_nfna_gr3a,-0.03236652538180351,0.08846958726644516,-1.3693395853042603,2.4947972297668457,-0.03258495777845383
factor_gp_gr3a,0.017978424206376076,0.1162772849202156,-3.6364710330963135,5.258408546447754,0.01625807024538517
factor_ebitda_gr3a,-0.0016022457275539637,0.3637310862541199,-22.15900230407715,12.573434829711914,0.009547661989927292
factor_ebit_gr3a,-0.004137598443776369,0.36831745505332947,-22.15900230407715,13.153024673461914,0.001704240101389587
factor_ope_gr3a,-0.012908091768622398,0.36616286635398865,-22.464557647705078,12.636555671691895,-0.005011858884245157
factor_ni_gr3a,-0.017721004784107208,0.4817592203617096,-30.210670471191406,13.216145515441895,-0.006003811489790678
factor_nix_gr3a,-0.018375040963292122,0.48800086975097656,-30.210670471191406,13.44587516784668,-0.006003811489790678
factor_dp_gr3a,0.001744452165439725,0.020595671609044075,-1.1677260398864746,0.24533134698867798,0.0015140147879719734
factor_fincf_gr3a,-0.021436167880892754,0.4409536123275757,-32.50252914428711,1.554556965827942,-0.01627582125365734
factor_ocf_gr3a,-0.0019742792937904596,0.36674627661705017,-21.595510482788086,14.02400016784668,0.009790499694645405
factor_fcf_gr3a,0.024107541888952255,0.21044771373271942,-0.6843212246894836,15.049708366394043,0.021152742207050323
factor_nwc_gr3a,-0.011019807308912277,0.2911529839038849,-14.26066780090332,2.854405403137207,-0.015098638832569122
factor_eqnetis_gr3a,-0.05246129259467125,0.4516736567020416,-32.58596420288086,0.6574200987815857,-0.006214319262653589
factor_dltnetis_gr3a,-0.00016515766037628055,0.047963615506887436,-1.9955869913101196,0.5143557786941528,0.0
factor_dstnetis_gr3a,-0.016228381544351578,0.20833146572113037,-0.8214148283004761,14.800368309020996,-8.028935553738847e-05
factor_dbnetis_gr3a,-0.014188925735652447,0.2073543667793274,-2.1101202964782715,14.190356254577637,0.0
factor_netis_gr3a,-0.03103700466454029,0.44057023525238037,-32.50252914428711,0.6513965129852295,-0.012886837124824524
factor_eqnpo_gr3a,0.019472163170576096,0.4395340085029602,-0.4919045865535736,32.58596420288086,0.0009845246095210314
factor_tax_gr3a,0.00037502613849937916,0.011032907292246819,-0.48936110734939575,0.1574273258447647,0.0
factor_eqbb_gr3a,0.007060119416564703,0.017109863460063934,-0.06847941875457764,0.12504830956459045,0.0
factor_eqis_gr3a,-0.04005516692996025,0.45256176590919495,-32.58596420288086,0.664210319519043,0.0
